"cty","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
"cty36093","Schenectady County, NY",0.1098
"cty49005","Cache County, UT",0.1097
"cty26071","Iron County, MI",0.1096
"cty55051","Iron County, WI",0.1095
"cty23011","Kennebec County, ME",0.1094
"cty41005","Clackamas County, OR",0.1094
"cty42127","Wayne County, PA",0.1092
"cty01117","Shelby County, AL",0.1092
"cty55119","Taylor County, WI",0.1091
"cty42021","Cambria County, PA",0.109
"cty42089","Monroe County, PA",0.109
"cty20069","Gray County, KS",0.109
"cty46083","Lincoln County, SD",0.109
"cty31023","Butler County, NE",0.1089
"cty19175","Union County, IA",0.1089
"cty41067","Washington County, OR",0.1088
"cty50005","Caledonia County, VT",0.1087
"cty19067","Floyd County, IA",0.1086
"cty42007","Beaver County, PA",0.1086
"cty27141","Sherburne County, MN",0.1085
"cty54017","Doddridge County, WV",0.1085
"cty38053","McKenzie County, ND",0.1084
"cty42003","Allegheny County, PA",0.1084
"cty72011","Anasco Municipio, PR",0.1084
"cty31155","Saunders County, NE",0.1083
"cty20157","Republic County, KS",0.1082
"cty46033","Custer County, SD",0.1081
"cty36007","Broome County, NY",0.108
"cty26111","Midland County, MI",0.1079
"cty19011","Benton County, IA",0.1079
"cty06055","Napa County, CA",0.1078
"cty39041","Delaware County, OH",0.1077
"cty06005","Amador County, CA",0.1076
"cty27067","Kandiyohi County, MN",0.1076
"cty27075","Lake County, MN",0.1076
"cty27131","Rice County, MN",0.1075
"cty06079","San Luis Obispo County, CA",0.1074
"cty31077","Greeley County, NE",0.1074
"cty19097","Jackson County, IA",0.1073
"cty23019","Penobscot County, ME",0.1072
"cty27001","Aitkin County, MN",0.1072
"cty19093","Ida County, IA",0.1071
"cty46071","Jackson County, SD",0.107
"cty26103","Marquette County, MI",0.107
"cty38021","Dickey County, ND",0.107
"cty27003","Anoka County, MN",0.1068
"cty37055","Dare County, NC",0.1068
"cty36037","Genesee County, NY",0.1067
"cty36099","Seneca County, NY",0.1067
"cty25003","Berkshire County, MA",0.1065
"cty46077","Kingsbury County, SD",0.1064
"cty30083","Richland County, MT",0.1063
"cty27107","Norman County, MN",0.1063
"cty36111","Ulster County, NY",0.1062
"cty27053","Hennepin County, MN",0.1061
"cty55073","Marathon County, WI",0.1061
"cty25005","Bristol County, MA",0.1061
"cty27039","Dodge County, MN",0.1059
"cty20199","Wallace County, KS",0.1059
"cty31139","Pierce County, NE",0.1059
"cty48085","Collin County, TX",0.1057
"cty27135","Roseau County, MN",0.1057
"cty46059","Hand County, SD",0.1056
"cty55011","Buffalo County, WI",0.1055
"cty55087","Outagamie County, WI",0.1051
"cty36051","Livingston County, NY",0.1049
"cty36121","Wyoming County, NY",0.1048
"cty42111","Somerset County, PA",0.1047
"cty30075","Powder River County, MT",0.1047
"cty27023","Chippewa County, MN",0.1046
"cty46027","Clay County, SD",0.1045
"cty27033","Cottonwood County, MN",0.1045
"cty46073","Jerauld County, SD",0.1043
"cty38007","Billings County, ND",0.1041
"cty27011","Big Stone County, MN",0.104
"cty36113","Warren County, NY",0.1039
"cty27137","St. Louis County, MN",0.1038
"cty20051","Ellis County, KS",0.1038
"cty41063","Wallowa County, OR",0.1038
"cty42031","Clarion County, PA",0.1038
"cty26141","Presque Isle County, MI",0.1036
"cty31081","Hamilton County, NE",0.1036
"cty34015","Gloucester County, NJ",0.1036
"cty25027","Worcester County, MA",0.1035
"cty36071","Orange County, NY",0.1033
"cty33013","Merrimack County, NH",0.1032
"cty38077","Richland County, ND",0.1031
"cty08013","Boulder County, CO",0.1029
"cty42053","Forest County, PA",0.1028
"cty38059","Morton County, ND",0.1027
"cty23009","Hancock County, ME",0.1026
"cty20183","Smith County, KS",0.1026
"cty06097","Sonoma County, CA",0.1024
"cty42079","Luzerne County, PA",0.1024
"cty51678","Lexington city, VA",0.1024
"cty31063","Frontier County, NE",0.1024
"cty27167","Wilkin County, MN",0.1023
"cty46079","Lake County, SD",0.1022
"cty51091","Highland County, VA",0.1021
"cty53033","King County, WA",0.102
"cty19061","Dubuque County, IA",0.102
"cty27027","Clay County, MN",0.1019
"cty20039","Decatur County, KS",0.1019
"cty51115","Mathews County, VA",0.1018
"cty27111","Otter Tail County, MN",0.1017
"cty51003","Albemarle County, VA",0.1017
"cty17203","Woodford County, IL",0.1016
"cty19055","Delaware County, IA",0.1015
"cty19009","Audubon County, IA",0.1015
"cty26037","Clinton County, MI",0.1014
"cty53043","Lincoln County, WA",0.1014
"cty21185","Oldham County, KY",0.1013
"cty55045","Green County, WI",0.1013
"cty19141","O'Brien County, IA",0.1012
"cty27079","Le Sueur County, MN",0.1008
"cty08037","Eagle County, CO",0.1008
"cty06063","Plumas County, CA",0.1008
"cty39085","Lake County, OH",0.1007
"cty19095","Iowa County, IA",0.1006
"cty13219","Oconee County, GA",0.1005
"cty36069","Ontario County, NY",0.1005
"cty19037","Chickasaw County, IA",0.1003
"cty55043","Grant County, WI",0.1002
"cty27045","Fillmore County, MN",0.1001
"cty26003","Alger County, MI",0.1
"cty55065","Lafayette County, WI",0.1
"cty19031","Cedar County, IA",0.0997
"cty36001","Albany County, NY",0.0996
"cty42041","Cumberland County, PA",0.0995
"cty49017","Garfield County, UT",0.0994
"cty30007","Broadwater County, MT",0.0993
"cty56011","Crook County, WY",0.0991
"cty27113","Pennington County, MN",0.099
"cty36041","Hamilton County, NY",0.099
"cty38065","Oliver County, ND",0.0989
"cty19041","Clay County, IA",0.0988
"cty31087","Hitchcock County, NE",0.0988
"cty30057","Madison County, MT",0.0987
"cty38037","Grant County, ND",0.0981
"cty31057","Dundy County, NE",0.0978
"cty27171","Wright County, MN",0.0978
"cty06091","Sierra County, CA",0.0976
"cty55063","La Crosse County, WI",0.0975
"cty27159","Wadena County, MN",0.0975
"cty27117","Pipestone County, MN",0.0974
"cty36109","Tompkins County, NY",0.0974
"cty06075","San Francisco County, CA",0.0972
"cty27101","Murray County, MN",0.0972
"cty19147","Palo Alto County, IA",0.0972
"cty33009","Grafton County, NH",0.0971
"cty27143","Sibley County, MN",0.0971
"cty36021","Columbia County, NY",0.0969
"cty44005","Newport County, RI",0.0968
"cty26061","Houghton County, MI",0.0968
"cty27109","Olmsted County, MN",0.0967
"cty31183","Wheeler County, NE",0.0967
"cty55035","Eau Claire County, WI",0.0965
"cty16081","Teton County, ID",0.0964
"cty46125","Turner County, SD",0.0964
"cty26099","Macomb County, MI",0.0962
"cty31175","Valley County, NE",0.0962
"cty06057","Nevada County, CA",0.0961
"cty24013","Carroll County, MD",0.0961
"cty55099","Price County, WI",0.0961
"cty19091","Humboldt County, IA",0.0961
"cty42103","Pike County, PA",0.0961
"cty46061","Hanson County, SD",0.0961
"cty25011","Franklin County, MA",0.096
"cty19019","Buchanan County, IA",0.096
"cty27157","Wabasha County, MN",0.0959
"cty27041","Douglas County, MN",0.0955
"cty06081","San Mateo County, CA",0.0954
"cty35021","Harding County, NM",0.0953
"cty27127","Redwood County, MN",0.0953
"cty30031","Gallatin County, MT",0.0952
"cty27013","Blue Earth County, MN",0.0952
"cty26125","Oakland County, MI",0.0951
"cty51085","Hanover County, VA",0.095
"cty36039","Greene County, NY",0.0948
"cty30099","Teton County, MT",0.0948
"cty27015","Brown County, MN",0.0948
"cty31039","Cuming County, NE",0.0947
"cty31089","Holt County, NE",0.0947
"cty35011","De Baca County, NM",0.0947
"cty27129","Renville County, MN",0.0945
"cty09001","Fairfield County, CT",0.0944
"cty31027","Cedar County, NE",0.0944
"cty38015","Burleigh County, ND",0.0943
"cty50025","Windham County, VT",0.0943
"cty50013","Grand Isle County, VT",0.0942
"cty19017","Bremer County, IA",0.094
"cty17133","Monroe County, IL",0.0939
"cty06061","Placer County, CA",0.0937
"cty19043","Clayton County, IA",0.0937
"cty42047","Elk County, PA",0.0936
"cty06017","El Dorado County, CA",0.0933
"cty72079","Lajas Municipio, PR",0.0933
"cty02220","Sitka City and Borough, AK",0.0931
"cty02240","Southeast Fairbanks Census Area, AK",0.093
"cty38023","Divide County, ND",0.093
"cty38067","Pembina County, ND",0.0928
"cty44003","Kent County, RI",0.0927
"cty36027","Dutchess County, NY",0.0925
"cty19165","Shelby County, IA",0.0924
"cty50027","Windsor County, VT",0.0924
"cty42063","Indiana County, PA",0.0923
"cty55025","Dane County, WI",0.0921
"cty30009","Carbon County, MT",0.0918
"cty31085","Hayes County, NE",0.0917
"cty55049","Iowa County, WI",0.0917
"cty48033","Borden County, TX",0.0917
"cty42069","Lackawanna County, PA",0.0916
"cty46119","Sully County, SD",0.0915
"cty46035","Davison County, SD",0.0914
"cty46011","Brookings County, SD",0.0914
"cty55015","Calumet County, WI",0.0913
"cty31177","Washington County, NE",0.0913
"cty27125","Red Lake County, MN",0.0913
"cty55131","Washington County, WI",0.0909
"cty38089","Stark County, ND",0.0905
"cty33011","Hillsborough County, NH",0.0904
"cty39075","Holmes County, OH",0.0904
"cty26063","Huron County, MI",0.0904
"cty25009","Essex County, MA",0.09
"cty19183","Washington County, IA",0.0897
"cty27049","Goodhue County, MN",0.0895
"cty38003","Barnes County, ND",0.0894
"cty26089","Leelanau County, MI",0.0893
"cty55109","St. Croix County, WI",0.0893
"cty38069","Pierce County, ND",0.0892
"cty39103","Medina County, OH",0.089
"cty55029","Door County, WI",0.0887
"cty36077","Otsego County, NY",0.0886
"cty19025","Calhoun County, IA",0.0885
"cty46111","Sanborn County, SD",0.0884
"cty19119","Lyon County, IA",0.0883
"cty31143","Polk County, NE",0.0882
"cty16057","Latah County, ID",0.0879
"cty36119","Westchester County, NY",0.0876
"cty55125","Vilas County, WI",0.0876
"cty34041","Warren County, NJ",0.0874
"cty36095","Schoharie County, NY",0.0872
"cty27083","Lyon County, MN",0.0869
"cty42019","Butler County, PA",0.0869
"cty46009","Bon Homme County, SD",0.0866
"cty30071","Phillips County, MT",0.0865
"cty31011","Boone County, NE",0.0862
"cty47187","Williamson County, TN",0.0857
"cty08091","Ouray County, CO",0.0857
"cty38081","Sargent County, ND",0.0855
"cty38017","Cass County, ND",0.0854
"cty42125","Washington County, PA",0.0854
"cty30059","Meagher County, MT",0.0851
"cty27139","Scott County, MN",0.0847
"cty20091","Johnson County, KS",0.0844
"cty13113","Fayette County, GA",0.0843
"cty50015","Lamoille County, VT",0.0843
"cty42119","Union County, PA",0.0842
"cty31059","Fillmore County, NE",0.0842
"cty19167","Sioux County, IA",0.0839
"cty38057","Mercer County, ND",0.0839
"cty19191","Winneshiek County, IA",0.0837
"cty50021","Rutland County, VT",0.0835
"cty19075","Grundy County, IA",0.0835
"cty33003","Carroll County, NH",0.0834
"cty33015","Rockingham County, NH",0.0831
"cty36085","Richmond County, NY",0.0831
"cty55093","Pierce County, WI",0.083
"cty34023","Middlesex County, NJ",0.0826
"cty34029","Ocean County, NJ",0.0825
"cty19023","Butler County, IA",0.0824
"cty44009","Washington County, RI",0.0823
"cty27037","Dakota County, MN",0.0823
"cty27155","Traverse County, MN",0.0823
"cty27145","Stearns County, MN",0.0822
"cty26093","Livingston County, MI",0.0812
"cty20195","Trego County, KS",0.0812
"cty46045","Edmunds County, SD",0.0811
"cty56035","Sublette County, WY",0.0811
"cty42027","Centre County, PA",0.081
"cty27051","Grant County, MN",0.081
"cty46117","Stanley County, SD",0.0809
"cty46087","McCook County, SD",0.0808
"cty17111","McHenry County, IL",0.0808
"cty20105","Lincoln County, KS",0.0803
"cty31069","Garden County, NE",0.0803
"cty08019","Clear Creek County, CO",0.0801
"cty31107","Knox County, NE",0.0799
"cty23005","Cumberland County, ME",0.0799
"cty18057","Hamilton County, IN",0.0796
"cty19109","Kossuth County, IA",0.0795
"cty27073","Lac qui Parle County, MN",0.0795
"cty20089","Jewell County, KS",0.0791
"cty42129","Westmoreland County, PA",0.0789
"cty41021","Gilliam County, OR",0.0786
"cty09007","Middlesex County, CT",0.0786
"cty25023","Plymouth County, MA",0.0783
"cty27121","Pope County, MN",0.0783
"cty51107","Loudoun County, VA",0.0778
"cty27103","Nicollet County, MN",0.0776
"cty53075","Whitman County, WA",0.0776
"cty20025","Clark County, KS",0.0775
"cty38097","Traill County, ND",0.0775
"cty36091","Saratoga County, NY",0.0775
"cty50023","Washington County, VT",0.0775
"cty31135","Perkins County, NE",0.0773
"cty36103","Suffolk County, NY",0.0771
"cty31035","Clay County, NE",0.077
"cty51735","Poquoson city, VA",0.0767
"cty27031","Cook County, MN",0.0766
"cty24031","Montgomery County, MD",0.0765
"cty27163","Washington County, MN",0.0758
"cty38045","LaMoure County, ND",0.0757
"cty19003","Adams County, IA",0.075
"cty46003","Aurora County, SD",0.0749
"cty19027","Carroll County, IA",0.0745
"cty53023","Garfield County, WA",0.0744
"cty30043","Jefferson County, MT",0.0744
"cty38055","McLean County, ND",0.0742
"cty08035","Douglas County, CO",0.0741
"cty38009","Bottineau County, ND",0.074
"cty25015","Hampshire County, MA",0.0739
"cty72061","Guaynabo Municipio, PR",0.0739
"cty20187","Stanton County, KS",0.0739
"cty25001","Barnstable County, MA",0.0736
"cty09005","Litchfield County, CT",0.0736
"cty08107","Routt County, CO",0.0729
"cty09013","Tolland County, CT",0.0727
"cty19103","Johnson County, IA",0.0723
"cty50001","Addison County, VT",0.0722
"cty41003","Benton County, OR",0.072
"cty46097","Miner County, SD",0.0719
"cty51600","Fairfax city, VA",0.0716
"cty38001","Adams County, ND",0.0715
"cty42017","Bucks County, PA",0.071
"cty16013","Blaine County, ID",0.071
"cty42029","Chester County, PA",0.0709
"cty50007","Chittenden County, VT",0.0709
"cty38031","Foster County, ND",0.0704
"cty31169","Thayer County, NE",0.0704
"cty19169","Story County, IA",0.0703
"cty38073","Ransom County, ND",0.0702
"cty24027","Howard County, MD",0.0696
"cty31179","Wayne County, NE",0.0694
"cty42091","Montgomery County, PA",0.0693
"cty17013","Calhoun County, IL",0.0692
"cty30045","Judith Basin County, MT",0.0691
"cty34025","Monmouth County, NJ",0.069
"cty55133","Waukesha County, WI",0.068
"cty25007","Dukes County, MA",0.0678
"cty51059","Fairfax County, VA",0.0664
"cty38029","Emmons County, ND",0.0658
"cty25019","Nantucket County, MA",0.0656
"cty17043","DuPage County, IL",0.0648
"cty27019","Carver County, MN",0.0644
"cty46089","McPherson County, SD",0.0631
"cty31083","Harlan County, NE",0.0627
"cty31003","Antelope County, NE",0.0624
"cty46067","Hutchinson County, SD",0.0618
"cty31015","Boyd County, NE",0.061
"cty30109","Wibaux County, MT",0.0606
"cty53055","San Juan County, WA",0.0599
"cty38051","McIntosh County, ND",0.0599
"cty25017","Middlesex County, MA",0.0598
"cty20023","Cheyenne County, KS",0.0597
"cty44001","Bristol County, RI",0.0585
"cty20063","Gove County, KS",0.0584
"cty34035","Somerset County, NJ",0.0583
"cty38091","Steele County, ND",0.0583
"cty39055","Geauga County, OH",0.058
"cty49043","Summit County, UT",0.0576
"cty31103","Keya Paha County, NE",0.0576
"cty38027","Eddy County, ND",0.0573
"cty46021","Campbell County, SD",0.0569
"cty35028","Los Alamos County, NM",0.0569
"cty46043","Douglas County, SD",0.0568
"cty27069","Kittson County, MN",0.0564
"cty36087","Rockland County, NY",0.0557
"cty36059","Nassau County, NY",0.0557
"cty30055","McCone County, MT",0.0557
"cty20033","Comanche County, KS",0.0556
"cty38033","Golden Valley County, ND",0.0553
"cty27055","Houston County, MN",0.0553
"cty38019","Cavalier County, ND",0.0547
"cty38041","Hettinger County, ND",0.0544
"cty26083","Keweenaw County, MI",0.0542
"cty30011","Carter County, MT",0.0538
"cty55089","Ozaukee County, WI",0.0532
"cty27149","Stevens County, MN",0.0532
"cty34037","Sussex County, NJ",0.0525
"cty20203","Wichita County, KS",0.0511
"cty38039","Griggs County, ND",0.0509
"cty46025","Clark County, SD",0.0506
"cty08117","Summit County, CO",0.0493
"cty30097","Sweet Grass County, MT",0.0486
"cty56039","Teton County, WY",0.0477
"cty27081","Lincoln County, MN",0.0474
"cty72097","Mayaguez Municipio, PR",0.047
"cty30015","Chouteau County, MT",0.0468
"cty25021","Norfolk County, MA",0.0465
"cty51610","Falls Church city, VA",0.046
"cty46063","Harding County, SD",0.044
"cty30033","Garfield County, MT",0.0435
"cty08097","Pitkin County, CO",0.0434
"cty06041","Marin County, CA",0.0422
"cty38013","Burke County, ND",0.0419
"cty38075","Renville County, ND",0.0414
"cty34003","Bergen County, NJ",0.041
"cty02068","Denali Borough, AK",0.0406
"cty46107","Potter County, SD",0.0405
"cty30019","Daniels County, MT",0.0402
"cty38063","Nelson County, ND",0.0383
"cty02195","Copper River Census Area, AK",0.1795
"cty36079","Putnam County, NY",0.0373
"cty34027","Morris County, NJ",0.0371
"cty20179","Sheridan County, KS",0.0366
"cty34019","Hunterdon County, NJ",0.0351
"cty41069","Wheeler County, OR",0.0347
"cty38025","Dunn County, ND",0.0325
"cty72053","Fajardo Municipio, PR",0.032
"cty46069","Hyde County, SD",0.0317
"cty30051","Liberty County, MT",0.0282
"cty31149","Rock County, NE",0.0185
"cty41055","Sherman County, OR",0.0185
"cty38087","Slope County, ND",0.0097
"cty30025","Fallon County, MT",0.0007
"cty31117","McPherson County, NE",0
"cty02270",,
"cty48269","King County, TX",
"cty30079","Prairie County, MT",
"cty72054","Florida Municipio, PR",
"cty72087","Loiza Municipio, PR",
"cty31075","Grant County, NE",
"cty72015","Arroyo Municipio, PR",
"cty72095","Maunabo Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty02282","Yakutat City and Borough, AK",
"cty16025","Camas County, ID",
"cty72083","Las Marias Municipio, PR",
"cty72109","Patillas Municipio, PR",
"cty02230","Skagway Municipality, AK",
"cty72039","Ciales Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty08079","Mineral County, CO",
"cty72105","Naranjito Municipio, PR",
"cty72057","Guayama Municipio, PR",
"cty31171","Thomas County, NE",
"cty30037","Golden Valley County, MT",
"cty31005","Arthur County, NE",
"cty72073","Jayuya Municipio, PR",
"cty32009","Esmeralda County, NV",
"cty48443","Terrell County, TX",
"cty72067","Hormigueros Municipio, PR",
"cty72049","Culebra Municipio, PR",
"cty08053","Hinsdale County, CO",
"cty72033","Catano Municipio, PR",
"cty72093","Maricao Municipio, PR",
"cty72045","Comerio Municipio, PR",
