"cty","Name","Poverty_Rate_in_2012-16"
"cty38077","Richland County, ND",0.0997
"cty31115","Loup County, NE",0.0996
"cty06017","El Dorado County, CA",0.0995
"cty02275","Wrangell City and Borough, AK",0.0995
"cty31033","Cheyenne County, NE",0.0995
"cty15009","Maui County, HI",0.0995
"cty18181","White County, IN",0.0995
"cty17027","Clinton County, IL",0.0995
"cty54079","Putnam County, WV",0.0995
"cty48371","Pecos County, TX",0.0995
"cty47165","Sumner County, TN",0.0994
"cty18137","Ripley County, IN",0.0993
"cty55095","Polk County, WI",0.0992
"cty31035","Clay County, NE",0.0991
"cty17063","Grundy County, IL",0.0991
"cty46097","Miner County, SD",0.0991
"cty46073","Jerauld County, SD",0.099
"cty31021","Burt County, NE",0.099
"cty02170","Matanuska-Susitna Borough, AK",0.0989
"cty19165","Shelby County, IA",0.0989
"cty20121","Miami County, KS",0.0989
"cty19003","Adams County, IA",0.0989
"cty17123","Marshall County, IL",0.0989
"cty42001","Adams County, PA",0.0989
"cty20015","Butler County, KS",0.0986
"cty46045","Edmunds County, SD",0.0984
"cty38003","Barnes County, ND",0.0984
"cty31029","Chase County, NE",0.0982
"cty20027","Clay County, KS",0.098
"cty18129","Posey County, IN",0.0978
"cty31089","Holt County, NE",0.0978
"cty18125","Pike County, IN",0.0977
"cty18147","Spencer County, IN",0.0977
"cty26055","Grand Traverse County, MI",0.0975
"cty40087","McClain County, OK",0.0975
"cty19095","Iowa County, IA",0.0975
"cty19109","Kossuth County, IA",0.0975
"cty08015","Chaffee County, CO",0.0974
"cty55049","Iowa County, WI",0.0973
"cty39149","Shelby County, OH",0.0972
"cty18161","Union County, IN",0.0971
"cty27143","Sibley County, MN",0.0971
"cty19001","Adair County, IA",0.0969
"cty55121","Trempealeau County, WI",0.0969
"cty27111","Otter Tail County, MN",0.0968
"cty02261","Chugach Census Area, AK",0.0968
"cty48031","Blanco County, TX",0.0968
"cty51510","Alexandria city, VA",0.0968
"cty42095","Northampton County, PA",0.0965
"cty38051","McIntosh County, ND",0.0965
"cty31171","Thomas County, NE",0.0963
"cty31185","York County, NE",0.0963
"cty26125","Oakland County, MI",0.0962
"cty36027","Dutchess County, NY",0.0962
"cty48011","Armstrong County, TX",0.0961
"cty47189","Wilson County, TN",0.0961
"cty30105","Valley County, MT",0.096
"cty51115","Mathews County, VA",0.096
"cty19113","Linn County, IA",0.0959
"cty19055","Delaware County, IA",0.0958
"cty38045","LaMoure County, ND",0.0958
"cty20109","Logan County, KS",0.0957
"cty27121","Pope County, MN",0.0957
"cty55069","Lincoln County, WI",0.0957
"cty18173","Warrick County, IN",0.0956
"cty29049","Clinton County, MO",0.0956
"cty44005","Newport County, RI",0.0955
"cty40131","Rogers County, OK",0.0954
"cty27147","Steele County, MN",0.0954
"cty38033","Golden Valley County, ND",0.095
"cty15003","Honolulu County, HI",0.0949
"cty51015","Augusta County, VA",0.0949
"cty53061","Snohomish County, WA",0.0948
"cty49047","Uintah County, UT",0.0947
"cty51550","Chesapeake city, VA",0.0947
"cty29037","Cass County, MO",0.0947
"cty31093","Howard County, NE",0.0947
"cty17085","Jo Daviess County, IL",0.0947
"cty31167","Stanton County, NE",0.0947
"cty39097","Madison County, OH",0.0946
"cty20117","Marshall County, KS",0.0946
"cty55085","Oneida County, WI",0.0946
"cty19027","Carroll County, IA",0.0944
"cty19081","Hancock County, IA",0.0942
"cty53029","Island County, WA",0.0941
"cty06085","Santa Clara County, CA",0.0941
"cty38105","Williams County, ND",0.094
"cty13073","Columbia County, GA",0.094
"cty38023","Divide County, ND",0.0939
"cty48091","Comal County, TX",0.0939
"cty27093","Meeker County, MN",0.0939
"cty48367","Parker County, TX",0.0938
"cty23031","York County, ME",0.0937
"cty17097","Lake County, IL",0.0936
"cty51775","Salem city, VA",0.0935
"cty38031","Foster County, ND",0.0935
"cty18029","Dearborn County, IN",0.0935
"cty46077","Kingsbury County, SD",0.0935
"cty18081","Johnson County, IN",0.0935
"cty51137","Orange County, VA",0.0934
"cty17083","Jersey County, IL",0.0933
"cty26015","Barry County, MI",0.0933
"cty48121","Denton County, TX",0.0932
"cty12109","St. Johns County, FL",0.0931
"cty20147","Phillips County, KS",0.093
"cty19019","Buchanan County, IA",0.093
"cty02195","Copper River Census Area, AK",0.0968
"cty19131","Mitchell County, IA",0.0927
"cty29003","Andrew County, MO",0.0927
"cty38073","Ransom County, ND",0.0926
"cty19141","O'Brien County, IA",0.0925
"cty41005","Clackamas County, OR",0.0924
"cty31177","Washington County, NE",0.0924
"cty27109","Olmsted County, MN",0.0924
"cty29047","Clay County, MO",0.0923
"cty27155","Traverse County, MN",0.0923
"cty19099","Jasper County, IA",0.0923
"cty31155","Saunders County, NE",0.0921
"cty34023","Middlesex County, NJ",0.092
"cty19011","Benton County, IA",0.092
"cty48435","Sutton County, TX",0.092
"cty51157","Rappahannock County, VA",0.092
"cty33019","Sullivan County, NH",0.092
"cty27101","Murray County, MN",0.0919
"cty50001","Addison County, VT",0.0919
"cty20063","Gove County, KS",0.0918
"cty55087","Outagamie County, WI",0.0916
"cty51019","Bedford County, VA",0.0916
"cty42041","Cumberland County, PA",0.0916
"cty08091","Ouray County, CO",0.0915
"cty02150","Kodiak Island Borough, AK",0.0914
"cty46093","Meade County, SD",0.0913
"cty20087","Jefferson County, KS",0.0913
"cty49025","Kane County, UT",0.0912
"cty27167","Wilkin County, MN",0.0912
"cty25007","Dukes County, MA",0.0911
"cty42119","Union County, PA",0.091
"cty55083","Oconto County, WI",0.0908
"cty51047","Culpeper County, VA",0.0908
"cty40053","Grant County, OK",0.0905
"cty20149","Pottawatomie County, KS",0.0904
"cty19147","Palo Alto County, IA",0.0903
"cty55029","Door County, WI",0.0903
"cty02220","Sitka City and Borough, AK",0.0902
"cty06055","Napa County, CA",0.0902
"cty27063","Jackson County, MN",0.0902
"cty19037","Chickasaw County, IA",0.0899
"cty31081","Hamilton County, NE",0.0899
"cty55061","Kewaunee County, WI",0.0898
"cty55045","Green County, WI",0.0898
"cty38009","Bottineau County, ND",0.0897
"cty31159","Seward County, NE",0.0897
"cty19183","Washington County, IA",0.0897
"cty22023","Cameron Parish, LA",0.0893
"cty55027","Dodge County, WI",0.0892
"cty46065","Hughes County, SD",0.0891
"cty20137","Norton County, KS",0.0889
"cty09001","Fairfield County, CT",0.0886
"cty20023","Cheyenne County, KS",0.0886
"cty20101","Lane County, KS",0.0885
"cty01117","Shelby County, AL",0.0881
"cty06061","Placer County, CA",0.0879
"cty48311","McMullen County, TX",0.0879
"cty19023","Butler County, IA",0.0878
"cty55117","Sheboygan County, WI",0.0877
"cty20127","Morris County, KS",0.0877
"cty48157","Fort Bend County, TX",0.0876
"cty39011","Auglaize County, OH",0.0876
"cty31077","Greeley County, NE",0.0874
"cty42047","Elk County, PA",0.0874
"cty31141","Platte County, NE",0.0874
"cty06051","Mono County, CA",0.0874
"cty20095","Kingman County, KS",0.0872
"cty55021","Columbia County, WI",0.0872
"cty38021","Dickey County, ND",0.0871
"cty38097","Traill County, ND",0.0871
"cty42099","Perry County, PA",0.0871
"cty26089","Leelanau County, MI",0.087
"cty33011","Hillsborough County, NH",0.087
"cty08097","Pitkin County, CO",0.087
"cty33013","Merrimack County, NH",0.087
"cty49051","Wasatch County, UT",0.0869
"cty31023","Butler County, NE",0.0869
"cty50011","Franklin County, VT",0.0868
"cty51685","Manassas Park city, VA",0.0867
"cty56023","Lincoln County, WY",0.0867
"cty27113","Pennington County, MN",0.0865
"cty46111","Sanborn County, SD",0.0864
"cty39085","Lake County, OH",0.0863
"cty42019","Butler County, PA",0.0863
"cty05125","Saline County, AR",0.0861
"cty51683","Manassas city, VA",0.0861
"cty18159","Tipton County, IN",0.0861
"cty30043","Jefferson County, MT",0.086
"cty51013","Arlington County, VA",0.0859
"cty38063","Nelson County, ND",0.0859
"cty20053","Ellsworth County, KS",0.0858
"cty38059","Morton County, ND",0.0857
"cty20033","Comanche County, KS",0.0857
"cty18183","Whitley County, IN",0.0856
"cty30083","Richland County, MT",0.0856
"cty27041","Douglas County, MN",0.0856
"cty19149","Plymouth County, IA",0.0856
"cty55039","Fond du Lac County, WI",0.0855
"cty20143","Ottawa County, KS",0.0855
"cty27079","Le Sueur County, MN",0.0853
"cty51177","Spotsylvania County, VA",0.0853
"cty17079","Jasper County, IL",0.0848
"cty31057","Dundy County, NE",0.0847
"cty27073","Lac qui Parle County, MN",0.0847
"cty25017","Middlesex County, MA",0.0845
"cty18037","Dubois County, IN",0.0844
"cty48009","Archer County, TX",0.0843
"cty30007","Broadwater County, MT",0.0841
"cty20069","Gray County, KS",0.0839
"cty19191","Winneshiek County, IA",0.0838
"cty51017","Bath County, VA",0.0837
"cty51023","Botetourt County, VA",0.0837
"cty56009","Converse County, WY",0.0837
"cty02020","Anchorage Municipality, AK",0.0836
"cty27135","Roseau County, MN",0.0835
"cty38041","Hettinger County, ND",0.0832
"cty34015","Gloucester County, NJ",0.0832
"cty56033","Sheridan County, WY",0.0832
"cty40073","Kingfisher County, OK",0.083
"cty13145","Harris County, GA",0.0829
"cty20085","Jackson County, KS",0.0827
"cty19129","Mills County, IA",0.0826
"cty31137","Phelps County, NE",0.0826
"cty25001","Barnstable County, MA",0.0824
"cty08059","Jefferson County, CO",0.0823
"cty37055","Dare County, NC",0.0821
"cty39107","Mercer County, OH",0.0821
"cty56005","Campbell County, WY",0.082
"cty08079","Mineral County, CO",0.082
"cty56029","Park County, WY",0.0819
"cty51810","Virginia Beach city, VA",0.0818
"cty27077","Lake of the Woods County, MN",0.0818
"cty44003","Kent County, RI",0.0818
"cty40017","Canadian County, OK",0.0815
"cty02016","Aleutians West Census Area, AK",0.0815
"cty25023","Plymouth County, MA",0.0814
"cty48415","Scurry County, TX",0.0813
"cty27085","McLeod County, MN",0.0811
"cty08037","Eagle County, CO",0.0811
"cty31143","Polk County, NE",0.081
"cty20153","Rawlins County, KS",0.081
"cty38015","Burleigh County, ND",0.0807
"cty31031","Cherry County, NE",0.0806
"cty06041","Marin County, CA",0.0805
"cty19017","Bremer County, IA",0.0803
"cty21015","Boone County, KY",0.0803
"cty19083","Hardin County, IA",0.0802
"cty34041","Warren County, NJ",0.0802
"cty55037","Florence County, WI",0.0802
"cty31005","Arthur County, NE",0.0801
"cty17179","Tazewell County, IL",0.08
"cty48243","Jeff Davis County, TX",0.0798
"cty51161","Roanoke County, VA",0.0792
"cty27161","Waseca County, MN",0.079
"cty18171","Warren County, IN",0.079
"cty31085","Hayes County, NE",0.079
"cty49043","Summit County, UT",0.079
"cty27015","Brown County, MN",0.079
"cty51095","James City County, VA",0.079
"cty02282","Yakutat City and Borough, AK",0.0789
"cty17197","Will County, IL",0.0786
"cty02090","Fairbanks North Star Borough, AK",0.0784
"cty29157","Perry County, MO",0.0784
"cty48329","Midland County, TX",0.0783
"cty24017","Charles County, MD",0.0783
"cty24037","St. Mary's County, MD",0.0779
"cty17203","Woodford County, IL",0.0778
"cty46051","Grant County, SD",0.0777
"cty39137","Putnam County, OH",0.0776
"cty46057","Hamlin County, SD",0.0775
"cty17111","McHenry County, IL",0.0775
"cty48137","Edwards County, TX",0.0774
"cty39159","Union County, OH",0.0771
"cty30075","Powder River County, MT",0.0771
"cty38101","Ward County, ND",0.0769
"cty06081","San Mateo County, CA",0.0769
"cty24025","Harford County, MD",0.0768
"cty18073","Jasper County, IN",0.0766
"cty49045","Tooele County, UT",0.0765
"cty34025","Monmouth County, NJ",0.0764
"cty38011","Bowman County, ND",0.0764
"cty56035","Sublette County, WY",0.0762
"cty46021","Campbell County, SD",0.076
"cty50013","Grand Isle County, VT",0.0755
"cty08119","Teller County, CO",0.0752
"cty51041","Chesterfield County, VA",0.0751
"cty51073","Gloucester County, VA",0.0751
"cty48491","Williamson County, TX",0.0749
"cty34003","Bergen County, NJ",0.0748
"cty27089","Marshall County, MN",0.0748
"cty19181","Warren County, IA",0.0748
"cty19167","Sioux County, IA",0.0747
"cty31011","Boone County, NE",0.0747
"cty27141","Sherburne County, MN",0.0746
"cty27003","Anoka County, MN",0.0744
"cty02110","Juneau City and Borough, AK",0.0744
"cty38057","Mercer County, ND",0.0744
"cty18059","Hancock County, IN",0.0741
"cty20165","Rush County, KS",0.0738
"cty42029","Chester County, PA",0.0737
"cty08019","Clear Creek County, CO",0.0734
"cty20187","Stanton County, KS",0.0734
"cty44001","Bristol County, RI",0.0734
"cty09007","Middlesex County, CT",0.0733
"cty48205","Hartley County, TX",0.0733
"cty49011","Davis County, UT",0.073
"cty31071","Garfield County, NE",0.0728
"cty46043","Douglas County, SD",0.0727
"cty38039","Griggs County, ND",0.0727
"cty02060","Bristol Bay Borough, AK",0.0725
"cty48085","Collin County, TX",0.0724
"cty32029","Storey County, NV",0.0724
"cty36103","Suffolk County, NY",0.072
"cty30095","Stillwater County, MT",0.072
"cty27059","Isanti County, MN",0.0718
"cty29165","Platte County, MO",0.0717
"cty56039","Teton County, WY",0.0717
"cty27037","Dakota County, MN",0.0716
"cty46117","Stanley County, SD",0.0716
"cty24021","Frederick County, MD",0.0714
"cty13219","Oconee County, GA",0.0714
"cty13113","Fayette County, GA",0.0709
"cty08047","Gilpin County, CO",0.0708
"cty17043","DuPage County, IL",0.0706
"cty31025","Cass County, NE",0.0705
"cty20071","Greeley County, KS",0.0705
"cty51153","Prince William County, VA",0.0703
"cty38043","Kidder County, ND",0.0703
"cty20145","Pawnee County, KS",0.0699
"cty38089","Stark County, ND",0.0699
"cty51065","Fluvanna County, VA",0.0699
"cty38047","Logan County, ND",0.0699
"cty09005","Litchfield County, CT",0.0698
"cty29151","Osage County, MO",0.0695
"cty30025","Fallon County, MT",0.0694
"cty48155","Foard County, TX",0.0693
"cty19121","Madison County, IA",0.0689
"cty39055","Geauga County, OH",0.0689
"cty31099","Kearney County, NE",0.0688
"cty19059","Dickinson County, IA",0.0683
"cty31139","Pierce County, NE",0.0677
"cty31135","Perkins County, NE",0.0676
"cty24031","Montgomery County, MD",0.0674
"cty18115","Ohio County, IN",0.0673
"cty38075","Renville County, ND",0.0672
"cty25021","Norfolk County, MA",0.0669
"cty30033","Garfield County, MT",0.0669
"cty39103","Medina County, OH",0.0665
"cty20197","Wabaunsee County, KS",0.0662
"cty27157","Wabasha County, MN",0.0661
"cty27039","Dodge County, MN",0.066
"cty42091","Montgomery County, PA",0.0659
"cty08093","Park County, CO",0.0657
"cty20113","McPherson County, KS",0.0656
"cty34005","Burlington County, NJ",0.0653
"cty24035","Queen Anne's County, MD",0.0652
"cty46127","Union County, SD",0.0644
"cty29183","St. Charles County, MO",0.0641
"cty55015","Calumet County, WI",0.064
"cty13117","Forsyth County, GA",0.064
"cty31153","Sarpy County, NE",0.0639
"cty36091","Saratoga County, NY",0.0638
"cty19031","Cedar County, IA",0.0636
"cty51085","Hanover County, VA",0.0636
"cty48259","Kendall County, TX",0.0634
"cty48397","Rockwall County, TX",0.0633
"cty46003","Aurora County, SD",0.0621
"cty51600","Fairfax city, VA",0.0619
"cty38091","Steele County, ND",0.0615
"cty51199","York County, VA",0.0614
"cty24003","Anne Arundel County, MD",0.0611
"cty24009","Calvert County, MD",0.0611
"cty20179","Sheridan County, KS",0.0611
"cty20091","Johnson County, KS",0.061
"cty56011","Crook County, WY",0.061
"cty18011","Boone County, IN",0.0607
"cty46059","Hand County, SD",0.0606
"cty51061","Fauquier County, VA",0.0604
"cty27025","Chisago County, MN",0.0603
"cty36059","Nassau County, NY",0.0601
"cty26093","Livingston County, MI",0.06
"cty51069","Frederick County, VA",0.06
"cty20203","Wichita County, KS",0.0599
"cty19075","Grundy County, IA",0.0598
"cty51059","Fairfax County, VA",0.0595
"cty42017","Bucks County, PA",0.0593
"cty38067","Pembina County, ND",0.0593
"cty19049","Dallas County, IA",0.0592
"cty48065","Carson County, TX",0.0592
"cty56019","Johnson County, WY",0.0589
"cty19119","Lyon County, IA",0.0586
"cty21185","Oldham County, KY",0.0583
"cty38081","Sargent County, ND",0.0582
"cty34037","Sussex County, NJ",0.0581
"cty31073","Gosper County, NE",0.0578
"cty08014","Broomfield County, CO",0.0578
"cty24013","Carroll County, MD",0.0577
"cty27139","Scott County, MN",0.0576
"cty20083","Hodgeman County, KS",0.0574
"cty55109","St. Croix County, WI",0.057
"cty17147","Piatt County, IL",0.0565
"cty27171","Wright County, MN",0.0565
"cty55131","Washington County, WI",0.0565
"cty51099","King George County, VA",0.0563
"cty51179","Stafford County, VA",0.0559
"cty17093","Kendall County, IL",0.0552
"cty55089","Ozaukee County, WI",0.0551
"cty51145","Powhatan County, VA",0.0544
"cty48173","Glasscock County, TX",0.0527
"cty39165","Warren County, OH",0.0526
"cty02230","Skagway Municipality, AK",0.0525
"cty02100","Haines Borough, AK",0.0525
"cty55133","Waukesha County, WI",0.0524
"cty47187","Williamson County, TN",0.0524
"cty36079","Putnam County, NY",0.0522
"cty38019","Cavalier County, ND",0.052
"cty34035","Somerset County, NJ",0.0517
"cty18057","Hamilton County, IN",0.0516
"cty33015","Rockingham County, NH",0.0513
"cty38103","Wells County, ND",0.0513
"cty20171","Scott County, KS",0.0513
"cty35028","Los Alamos County, NM",0.0512
"cty27163","Washington County, MN",0.0511
"cty08039","Elbert County, CO",0.0511
"cty18063","Hendricks County, IN",0.051
"cty31183","Wheeler County, NE",0.0509
"cty51127","New Kent County, VA",0.0503
"cty39041","Delaware County, OH",0.0498
"cty24027","Howard County, MD",0.0492
"cty30019","Daniels County, MT",0.0478
"cty49009","Daggett County, UT",0.0477
"cty51075","Goochland County, VA",0.0477
"cty51735","Poquoson city, VA",0.0467
"cty34027","Morris County, NJ",0.046
"cty34019","Hunterdon County, NJ",0.0444
"cty46119","Sully County, SD",0.0437
"cty17133","Monroe County, IL",0.0436
"cty20195","Trego County, KS",0.0432
"cty27019","Carver County, MN",0.0411
"cty38065","Oliver County, ND",0.0411
"cty51107","Loudoun County, VA",0.0407
"cty49029","Morgan County, UT",0.0407
"cty08035","Douglas County, CO",0.0384
"cty08111","San Juan County, CO",0.038
"cty46083","Lincoln County, SD",0.0376
"cty48269","King County, TX",0.0328
"cty51610","Falls Church city, VA",0.0272
"cty48033","Borden County, TX",0.0259
"cty48393","Roberts County, TX",0.0181
"cty02158","Kusilvak Census Area, AK",
"cty02270",,
