"cty","Name","High_School_Graduation_Rate_rP_gP_pall"
"cty37151","Randolph County, NC",0.7994
"cty22045","Iberia Parish, LA",0.7994
"cty01007","Bibb County, AL",0.799
"cty02185","North Slope Borough, AK",0.7989
"cty29225","Webster County, MO",0.7988
"cty40117","Pawnee County, OK",0.7987
"cty28115","Pontotoc County, MS",0.7986
"cty48455","Trinity County, TX",0.7986
"cty47047","Fayette County, TN",0.7985
"cty20047","Edwards County, KS",0.7984
"cty29215","Texas County, MO",0.7981
"cty48127","Dimmit County, TX",0.7981
"cty13095","Dougherty County, GA",0.7981
"cty21081","Grant County, KY",0.7979
"cty29061","Daviess County, MO",0.7978
"cty48279","Lamb County, TX",0.7978
"cty47049","Fentress County, TN",0.7977
"cty13125","Glascock County, GA",0.7975
"cty47091","Johnson County, TN",0.7975
"cty48237","Jack County, TX",0.7972
"cty46031","Corson County, SD",0.7971
"cty26019","Benzie County, MI",0.797
"cty37185","Warren County, NC",0.7968
"cty22113","Vermilion Parish, LA",0.7964
"cty35025","Lea County, NM",0.7964
"cty48173","Glasscock County, TX",0.7963
"cty13185","Lowndes County, GA",0.7962
"cty16087","Washington County, ID",0.7961
"cty46117","Stanley County, SD",0.796
"cty28127","Simpson County, MS",0.7959
"cty21153","Magoffin County, KY",0.7958
"cty45075","Orangeburg County, SC",0.7958
"cty22085","Sabine Parish, LA",0.7956
"cty01047","Dallas County, AL",0.7956
"cty13083","Dade County, GA",0.7954
"cty13055","Chattooga County, GA",0.7953
"cty13075","Cook County, GA",0.7952
"cty48461","Upton County, TX",0.7951
"cty31007","Banner County, NE",0.795
"cty18039","Elkhart County, IN",0.7947
"cty31115","Loup County, NE",0.7947
"cty13281","Towns County, GA",0.7945
"cty29093","Iron County, MO",0.7944
"cty21041","Carroll County, KY",0.7943
"cty13305","Wayne County, GA",0.7942
"cty29141","Morgan County, MO",0.7939
"cty26085","Lake County, MI",0.7936
"cty13021","Bibb County, GA",0.7935
"cty13187","Lumpkin County, GA",0.7932
"cty29510","St. Louis city, MO",0.793
"cty40085","Love County, OK",0.7929
"cty28095","Monroe County, MS",0.7925
"cty12079","Madison County, FL",0.7924
"cty38079","Rolette County, ND",0.7922
"cty28077","Lawrence County, MS",0.792
"cty48407","San Jacinto County, TX",0.792
"cty38005","Benson County, ND",0.7919
"cty48369","Parmer County, TX",0.7919
"cty28113","Pike County, MS",0.7919
"cty26013","Baraga County, MI",0.7918
"cty13023","Bleckley County, GA",0.7918
"cty48375","Potter County, TX",0.7914
"cty12039","Gadsden County, FL",0.7914
"cty13221","Oglethorpe County, GA",0.7913
"cty18155","Switzerland County, IN",0.7913
"cty28069","Kemper County, MS",0.7912
"cty48267","Kimble County, TX",0.7912
"cty28079","Leake County, MS",0.7908
"cty01019","Cherokee County, AL",0.7908
"cty53021","Franklin County, WA",0.7907
"cty48111","Dallam County, TX",0.7907
"cty01115","St. Clair County, AL",0.7906
"cty47005","Benton County, TN",0.7906
"cty48125","Dickens County, TX",0.7902
"cty13015","Bartow County, GA",0.7901
"cty02261","Chugach Census Area, AK",0.7899
"cty22013","Bienville Parish, LA",0.7898
"cty13037","Calhoun County, GA",0.7898
"cty13013","Barrow County, GA",0.7896
"cty13093","Dooly County, GA",0.7893
"cty37069","Franklin County, NC",0.7892
"cty37017","Bladen County, NC",0.7891
"cty28031","Covington County, MS",0.789
"cty46121","Todd County, SD",0.7889
"cty47061","Grundy County, TN",0.7889
"cty22099","St. Martin Parish, LA",0.7889
"cty26079","Kalkaska County, MI",0.7889
"cty13195","Madison County, GA",0.7885
"cty35023","Hidalgo County, NM",0.7885
"cty22119","Webster Parish, LA",0.7884
"cty22031","De Soto Parish, LA",0.7882
"cty13071","Colquitt County, GA",0.7882
"cty29119","McDonald County, MO",0.7881
"cty21203","Rockcastle County, KY",0.7881
"cty12023","Columbia County, FL",0.788
"cty40053","Grant County, OK",0.7876
"cty40149","Washita County, OK",0.7876
"cty48391","Refugio County, TX",0.7872
"cty13321","Worth County, GA",0.7871
"cty46137","Ziebach County, SD",0.7866
"cty29069","Dunklin County, MO",0.7866
"cty13011","Banks County, GA",0.7865
"cty13081","Crisp County, GA",0.7864
"cty13189","McDuffie County, GA",0.7861
"cty01013","Butler County, AL",0.786
"cty48363","Palo Pinto County, TX",0.7859
"cty04021","Pinal County, AZ",0.7857
"cty21169","Metcalfe County, KY",0.7857
"cty01107","Pickens County, AL",0.7854
"cty28011","Bolivar County, MS",0.7853
"cty37065","Edgecombe County, NC",0.7851
"cty21197","Powell County, KY",0.785
"cty13199","Meriwether County, GA",0.785
"cty45089","Williamsburg County, SC",0.7849
"cty47169","Trousdale County, TN",0.7847
"cty13299","Ware County, GA",0.7843
"cty02240","Southeast Fairbanks Census Area, AK",0.7842
"cty48215","Hidalgo County, TX",0.7842
"cty26001","Alcona County, MI",0.7841
"cty30007","Broadwater County, MT",0.784
"cty13277","Tift County, GA",0.7838
"cty29059","Dallas County, MO",0.7837
"cty48479","Webb County, TX",0.7837
"cty13227","Pickens County, GA",0.7835
"cty51760","Richmond city, VA",0.7833
"cty12029","Dixie County, FL",0.783
"cty13211","Morgan County, GA",0.783
"cty48079","Cochran County, TX",0.7826
"cty13313","Whitfield County, GA",0.7826
"cty13045","Carroll County, GA",0.7824
"cty48465","Val Verde County, TX",0.7822
"cty26135","Oscoda County, MI",0.7822
"cty22021","Caldwell Parish, LA",0.7822
"cty29133","Mississippi County, MO",0.7821
"cty47075","Haywood County, TN",0.782
"cty01029","Cleburne County, AL",0.7815
"cty13229","Pierce County, GA",0.7812
"cty36123","Yates County, NY",0.7812
"cty48061","Cameron County, TX",0.781
"cty13245","Richmond County, GA",0.7809
"cty21079","Garrard County, KY",0.7809
"cty37107","Lenoir County, NC",0.7797
"cty12075","Levy County, FL",0.7796
"cty28099","Neshoba County, MS",0.7792
"cty28051","Holmes County, MS",0.7791
"cty24510","Baltimore city, MD",0.779
"cty37155","Robeson County, NC",0.7787
"cty28117","Prentiss County, MS",0.7787
"cty13007","Baker County, GA",0.7787
"cty35057","Torrance County, NM",0.7786
"cty13157","Jackson County, GA",0.7786
"cty36005","Bronx County, NY",0.7783
"cty53019","Ferry County, WA",0.778
"cty35051","Sierra County, NM",0.7778
"cty37181","Vance County, NC",0.7768
"cty22109","Terrebonne Parish, LA",0.7767
"cty45023","Chester County, SC",0.7767
"cty28139","Tippah County, MS",0.7764
"cty02050","Bethel Census Area, AK",0.7763
"cty28003","Alcorn County, MS",0.7761
"cty05147","Woodruff County, AR",0.776
"cty13119","Franklin County, GA",0.7757
"cty13143","Haralson County, GA",0.7754
"cty12049","Hardee County, FL",0.7751
"cty30065","Musselshell County, MT",0.7746
"cty22009","Avoyelles Parish, LA",0.7744
"cty28129","Smith County, MS",0.7742
"cty13287","Turner County, GA",0.7739
"cty48463","Uvalde County, TX",0.7739
"cty13233","Polk County, GA",0.773
"cty13319","Wilkinson County, GA",0.7728
"cty12037","Franklin County, FL",0.7727
"cty13191","McIntosh County, GA",0.7726
"cty22053","Jefferson Davis Parish, LA",0.7725
"cty13307","Webster County, GA",0.7723
"cty13237","Putnam County, GA",0.7719
"cty48047","Brooks County, TX",0.7717
"cty08065","Lake County, CO",0.7714
"cty28145","Union County, MS",0.7714
"cty13309","Wheeler County, GA",0.771
"cty02158","Kusilvak Census Area, AK",0.7709
"cty35019","Guadalupe County, NM",0.7706
"cty13009","Baldwin County, GA",0.7703
"cty48489","Willacy County, TX",0.7703
"cty21237","Wolfe County, KY",0.77
"cty22065","Madison Parish, LA",0.7695
"cty22083","Richland Parish, LA",0.7695
"cty37075","Graham County, NC",0.7694
"cty28133","Sunflower County, MS",0.7684
"cty35003","Catron County, NM",0.7682
"cty01087","Macon County, AL",0.7681
"cty01109","Pike County, AL",0.7674
"cty40095","Marshall County, OK",0.7672
"cty13173","Lanier County, GA",0.7669
"cty47003","Bedford County, TN",0.7667
"cty12003","Baker County, FL",0.7664
"cty08091","Ouray County, CO",0.7663
"cty28025","Clay County, MS",0.7662
"cty28063","Jefferson County, MS",0.766
"cty29035","Carter County, MO",0.7652
"cty02164","Lake and Peninsula Borough, AK",0.7641
"cty48109","Culberson County, TX",0.7639
"cty28023","Clarke County, MS",0.7634
"cty13099","Early County, GA",0.763
"cty13155","Irwin County, GA",0.7626
"cty12051","Hendry County, FL",0.7625
"cty01065","Hale County, AL",0.7624
"cty47083","Houston County, TN",0.7617
"cty13167","Johnson County, GA",0.7617
"cty37015","Bertie County, NC",0.7617
"cty13131","Grady County, GA",0.7614
"cty21201","Robertson County, KY",0.7614
"cty13123","Gilmer County, GA",0.7612
"cty32029","Storey County, NV",0.761
"cty12119","Sumter County, FL",0.7597
"cty29055","Crawford County, MO",0.7593
"cty13225","Peach County, GA",0.759
"cty22007","Assumption Parish, LA",0.7589
"cty46075","Jones County, SD",0.7583
"cty48389","Reeves County, TX",0.7583
"cty51730","Petersburg city, VA",0.7583
"cty48319","Mason County, TX",0.7582
"cty48165","Gaines County, TX",0.7581
"cty46069","Hyde County, SD",0.7581
"cty47121","Meigs County, TN",0.7577
"cty28107","Panola County, MS",0.7571
"cty20093","Kearny County, KS",0.7552
"cty18027","Daviess County, IN",0.7542
"cty48153","Floyd County, TX",0.754
"cty48351","Newton County, TX",0.7539
"cty13205","Mitchell County, GA",0.7534
"cty51685","Manassas Park city, VA",0.753
"cty22041","Franklin Parish, LA",0.7529
"cty13027","Brooks County, GA",0.7509
"cty46085","Lyman County, SD",0.7505
"cty13273","Terrell County, GA",0.7505
"cty13253","Seminole County, GA",0.7505
"cty13079","Crawford County, GA",0.7501
"cty28017","Chickasaw County, MS",0.75
"cty01037","Coosa County, AL",0.7497
"cty28155","Webster County, MS",0.7492
"cty28037","Franklin County, MS",0.7488
"cty20025","Clark County, KS",0.7482
"cty13269","Taylor County, GA",0.7479
"cty22029","Concordia Parish, LA",0.7474
"cty28143","Tunica County, MS",0.7474
"cty13043","Candler County, GA",0.7472
"cty28027","Coahoma County, MS",0.7466
"cty37007","Anson County, NC",0.7463
"cty13303","Washington County, GA",0.745
"cty22067","Morehouse Parish, LA",0.7446
"cty13241","Rabun County, GA",0.7445
"cty30039","Granite County, MT",0.744
"cty22047","Iberville Parish, LA",0.7431
"cty21121","Knox County, KY",0.7428
"cty48323","Maverick County, TX",0.7427
"cty30035","Glacier County, MT",0.7419
"cty13025","Brantley County, GA",0.7419
"cty45065","McCormick County, SC",0.7418
"cty35029","Luna County, NM",0.7409
"cty28123","Scott County, MS",0.7407
"cty13141","Hancock County, GA",0.7407
"cty28097","Montgomery County, MS",0.7404
"cty13193","Macon County, GA",0.7401
"cty28163","Yazoo County, MS",0.7397
"cty28161","Yalobusha County, MS",0.7388
"cty13263","Talbot County, GA",0.7388
"cty13255","Spalding County, GA",0.7378
"cty48163","Frio County, TX",0.7373
"cty45069","Marlboro County, SC",0.7372
"cty13149","Heard County, GA",0.7372
"cty45033","Dillon County, SC",0.7366
"cty28093","Marshall County, MS",0.7361
"cty13183","Long County, GA",0.7347
"cty12065","Jefferson County, FL",0.7342
"cty45005","Allendale County, SC",0.7338
"cty22081","Red River Parish, LA",0.7334
"cty45049","Hampton County, SC",0.7331
"cty48507","Zavala County, TX",0.7329
"cty02188","Northwest Arctic Borough, AK",0.7328
"cty35037","Quay County, NM",0.732
"cty13235","Pulaski County, GA",0.7319
"cty13003","Atkinson County, GA",0.7315
"cty01105","Perry County, AL",0.7306
"cty13197","Marion County, GA",0.7298
"cty28083","Leflore County, MS",0.7296
"cty13213","Murray County, GA",0.7294
"cty28055","Issaquena County, MS",0.7289
"cty48229","Hudspeth County, TX",0.7285
"cty28151","Washington County, MS",0.7277
"cty48427","Starr County, TX",0.7272
"cty13271","Telfair County, GA",0.7264
"cty28157","Wilkinson County, MS",0.7259
"cty12093","Okeechobee County, FL",0.724
"cty46102","Oglala Lakota County, SD",0.7236
"cty13065","Clinch County, GA",0.7233
"cty28103","Noxubee County, MS",0.721
"cty48283","La Salle County, TX",0.7175
"cty51131","Northampton County, VA",0.7158
"cty28053","Humphreys County, MS",0.7152
"cty28153","Wayne County, MS",0.7131
"cty01011","Bullock County, AL",0.7131
"cty01063","Greene County, AL",0.7119
"cty13243","Randolph County, GA",0.7098
"cty22035","East Carroll Parish, LA",0.7097
"cty48413","Schleicher County, TX",0.709
"cty20069","Gray County, KS",0.7087
"cty22025","Catahoula Parish, LA",0.7061
"cty13061","Clay County, GA",0.7021
"cty13133","Greene County, GA",0.6955
"cty13259","Stewart County, GA",0.6927
"cty13239","Quitman County, GA",0.6859
"cty28119","Quitman County, MS",0.6845
"cty28135","Tallahatchie County, MS",0.6795
"cty13249","Schley County, GA",0.6732
"cty46017","Buffalo County, SD",0.6718
"cty13301","Warren County, GA",0.6543
"cty20081","Haskell County, KS",0.643
"cty13265","Taliaferro County, GA",0.6421
"cty28125","Sharkey County, MS",0.6186
"cty46095","Mellette County, SD",0.6183
"cty48377","Presidio County, TX",0.5996
"cty39075","Holmes County, OH",0.5389
"cty18087","LaGrange County, IN",0.5306
"cty02270",,
"cty48269","King County, TX",
"cty30079","Prairie County, MT",
"cty72025","Caguas Municipio, PR",
"cty49009","Daggett County, UT",
"cty72003","Aguada Municipio, PR",
"cty72133","Santa Isabel Municipio, PR",
"cty72035","Cayey Municipio, PR",
"cty72054","Florida Municipio, PR",
"cty72087","Loiza Municipio, PR",
"cty72011","Anasco Municipio, PR",
"cty08057","Jackson County, CO",
"cty72099","Moca Municipio, PR",
"cty72135","Toa Alta Municipio, PR",
"cty72063","Gurabo Municipio, PR",
"cty31075","Grant County, NE",
"cty30019","Daniels County, MT",
"cty72081","Lares Municipio, PR",
"cty72001","Adjuntas Municipio, PR",
"cty72075","Juana Diaz Municipio, PR",
"cty72015","Arroyo Municipio, PR",
"cty31009","Blaine County, NE",
"cty72095","Maunabo Municipio, PR",
"cty72089","Luquillo Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty02282","Yakutat City and Borough, AK",
"cty48431","Sterling County, TX",
"cty72079","Lajas Municipio, PR",
"cty72103","Naguabo Municipio, PR",
"cty16025","Camas County, ID",
"cty72131","San Sebastian Municipio, PR",
"cty30109","Wibaux County, MT",
"cty72077","Juncos Municipio, PR",
"cty72137","Toa Baja Municipio, PR",
"cty72007","Aguas Buenas Municipio, PR",
"cty48155","Foard County, TX",
"cty72055","Guanica Municipio, PR",
"cty30103","Treasure County, MT",
"cty72113","Ponce Municipio, PR",
"cty72139","Trujillo Alto Municipio, PR",
"cty72125","San German Municipio, PR",
"cty72083","Las Marias Municipio, PR",
"cty72029","Canovanas Municipio, PR",
"cty35021","Harding County, NM",
"cty72117","Rincon Municipio, PR",
"cty30033","Garfield County, MT",
"cty08033","Dolores County, CO",
"cty72141","Utuado Municipio, PR",
"cty72109","Patillas Municipio, PR",
"cty72005","Aguadilla Municipio, PR",
"cty02230","Skagway Municipality, AK",
"cty31091","Hooker County, NE",
"cty72115","Quebradillas Municipio, PR",
"cty72041","Cidra Municipio, PR",
"cty72059","Guayanilla Municipio, PR",
"cty31117","McPherson County, NE",
"cty72071","Isabela Municipio, PR",
"cty72149","Villalba Municipio, PR",
"cty02060","Bristol Bay Borough, AK",
"cty72039","Ciales Municipio, PR",
"cty72065","Hatillo Municipio, PR",
"cty72037","Ceiba Municipio, PR",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty30069","Petroleum County, MT",
"cty72091","Manati Municipio, PR",
"cty72021","Bayamon Municipio, PR",
"cty72129","San Lorenzo Municipio, PR",
"cty72151","Yabucoa Municipio, PR",
"cty30051","Liberty County, MT",
"cty72119","Rio Grande Municipio, PR",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty72009","Aibonito Municipio, PR",
"cty08079","Mineral County, CO",
"cty72023","Cabo Rojo Municipio, PR",
"cty72013","Arecibo Municipio, PR",
"cty72105","Naranjito Municipio, PR",
"cty72057","Guayama Municipio, PR",
"cty72153","Yauco Municipio, PR",
"cty72061","Guaynabo Municipio, PR",
"cty31171","Thomas County, NE",
"cty30037","Golden Valley County, MT",
"cty48235","Irion County, TX",
"cty31005","Arthur County, NE",
"cty72073","Jayuya Municipio, PR",
"cty32009","Esmeralda County, NV",
"cty32011","Eureka County, NV",
"cty72145","Vega Baja Municipio, PR",
"cty72111","Penuelas Municipio, PR",
"cty02100","Haines Borough, AK",
"cty72043","Coamo Municipio, PR",
"cty08111","San Juan County, CO",
"cty72085","Las Piedras Municipio, PR",
"cty72097","Mayaguez Municipio, PR",
"cty72123","Salinas Municipio, PR",
"cty72051","Dorado Municipio, PR",
"cty72107","Orocovis Municipio, PR",
"cty48443","Terrell County, TX",
"cty72067","Hormigueros Municipio, PR",
"cty72143","Vega Alta Municipio, PR",
"cty48137","Edwards County, TX",
"cty72069","Humacao Municipio, PR",
"cty48271","Kinney County, TX",
"cty48263","Kent County, TX",
"cty72027","Camuy Municipio, PR",
"cty41069","Wheeler County, OR",
"cty72049","Culebra Municipio, PR",
"cty72053","Fajardo Municipio, PR",
"cty08053","Hinsdale County, CO",
"cty72019","Barranquitas Municipio, PR",
"cty72033","Catano Municipio, PR",
"cty72121","Sabana Grande Municipio, PR",
"cty48311","McMullen County, TX",
"cty48261","Kenedy County, TX",
"cty72031","Carolina Municipio, PR",
"cty72093","Maricao Municipio, PR",
"cty72045","Comerio Municipio, PR",
"cty48345","Motley County, TX",
"cty30011","Carter County, MT",
"cty72047","Corozal Municipio, PR",
"cty48105","Crockett County, TX",
"cty72101","Morovis Municipio, PR",
